PIERAPG00000012191	len=150	ExpAA=22.79	First60=1.25	PredHel=1	Topology=o61-83i
PIERAPG00000009412	len=381	ExpAA=18.63	First60=18.57	PredHel=1	Topology=i20-37o
PIERAPG00000001456	len=392	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012428	len=433	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006930	len=388	ExpAA=8.11	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014437	len=208	ExpAA=0.41	First60=0.41	PredHel=0	Topology=o
PIERAPG00000004405	len=341	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007099	len=230	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000006927	len=273	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010518	len=211	ExpAA=8.89	First60=0.05	PredHel=0	Topology=o
PIERAPG00000011843	len=258	ExpAA=3.42	First60=3.42	PredHel=0	Topology=o
PIERAPG00000012228	len=130	ExpAA=14.73	First60=14.71	PredHel=1	Topology=i9-26o
PIERAPG00000004153	len=1093	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008452	len=881	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000697	len=412	ExpAA=22.35	First60=22.31	PredHel=1	Topology=i12-34o
PIERAPG00000011679	len=1084	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006330	len=745	ExpAA=23.94	First60=1.52	PredHel=1	Topology=o702-724i
PIERAPG00000003836	len=904	ExpAA=18.87	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008709	len=252	ExpAA=3.38	First60=1.19	PredHel=0	Topology=o
PIERAPG00000006327	len=331	ExpAA=1.29	First60=1.19	PredHel=0	Topology=o
PIERAPG00000005916	len=585	ExpAA=238.56	First60=22.22	PredHel=12	Topology=i23-42o57-79i92-114o152-174i194-216o236-258i302-324o344-363i395-412o441-463i484-506o521-543i
PIERAPG00000006309	len=443	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002680	len=855	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011712	len=153	ExpAA=12.77	First60=12.77	PredHel=0	Topology=o
PIERAPG00000005613	len=243	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
PIERAPG00000004455	len=289	ExpAA=7.74	First60=0.01	PredHel=0	Topology=o
PIERAPG00000011497	len=128	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006529	len=417	ExpAA=0.10	First60=0.06	PredHel=0	Topology=o
PIERAPG00000012942	len=128	ExpAA=20.24	First60=20.24	PredHel=1	Topology=i9-31o
PIERAPG00000013057	len=139	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
PIERAPG00000002951	len=156	ExpAA=12.88	First60=10.41	PredHel=0	Topology=o
PIERAPG00000004370	len=662	ExpAA=1.69	First60=0.34	PredHel=0	Topology=o
PIERAPG00000009401	len=141	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000003652	len=144	ExpAA=0.08	First60=0.01	PredHel=0	Topology=i
PIERAPG00000003894	len=141	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000001376	len=127	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010681	len=835	ExpAA=1.04	First60=1.04	PredHel=0	Topology=o
PIERAPG00000004317	len=934	ExpAA=41.77	First60=22.23	PredHel=2	Topology=o15-37i235-257o
PIERAPG00000003490	len=988	ExpAA=14.47	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013171	len=371	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000729	len=214	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
PIERAPG00000009007	len=202	ExpAA=0.07	First60=0.06	PredHel=0	Topology=o
PIERAPG00000002654	len=307	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002441	len=212	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003399	len=468	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000005791	len=952	ExpAA=22.28	First60=22.28	PredHel=1	Topology=i5-27o
PIERAPG00000012501	len=351	ExpAA=35.94	First60=13.11	PredHel=2	Topology=i7-29o316-338i
PIERAPG00000003514	len=352	ExpAA=4.54	First60=4.28	PredHel=0	Topology=o
PIERAPG00000008879	len=509	ExpAA=18.15	First60=18.14	PredHel=1	Topology=i21-40o
PIERAPG00000012629	len=137	ExpAA=3.93	First60=0.31	PredHel=0	Topology=o
PIERAPG00000010092	len=768	ExpAA=23.79	First60=0.00	PredHel=1	Topology=i166-188o
PIERAPG00000009249	len=2744	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006580	len=592	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009654	len=554	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012717	len=561	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003650	len=502	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002832	len=95	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012235	len=96	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
PIERAPG00000005991	len=421	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000391	len=341	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013181	len=220	ExpAA=0.30	First60=0.12	PredHel=0	Topology=o
PIERAPG00000013087	len=138	ExpAA=12.78	First60=12.78	PredHel=0	Topology=o
PIERAPG00000009270	len=136	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001997	len=337	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006417	len=193	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003503	len=689	ExpAA=2.90	First60=0.05	PredHel=0	Topology=o
PIERAPG00000013801	len=689	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012513	len=259	ExpAA=18.06	First60=1.21	PredHel=0	Topology=o
PIERAPG00000006839	len=499	ExpAA=24.72	First60=3.65	PredHel=1	Topology=o465-487i
PIERAPG00000000990	len=156	ExpAA=0.74	First60=0.45	PredHel=0	Topology=o
PIERAPG00000007634	len=4624	ExpAA=25.34	First60=2.57	PredHel=1	Topology=o4468-4490i
PIERAPG00000013669	len=362	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000240	len=453	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013068	len=764	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007303	len=472	ExpAA=0.22	First60=0.01	PredHel=0	Topology=o
PIERAPG00000006188	len=95	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006464	len=274	ExpAA=27.16	First60=5.14	PredHel=1	Topology=o194-216i
PIERAPG00000000463	len=326	ExpAA=82.43	First60=0.01	PredHel=4	Topology=o175-194i207-225o257-279i299-316o
PIERAPG00000004448	len=269	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000013923	len=187	ExpAA=0.70	First60=0.02	PredHel=0	Topology=o
PIERAPG00000007160	len=985	ExpAA=1.23	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000369	len=187	ExpAA=0.26	First60=0.06	PredHel=0	Topology=o
PIERAPG00000014401	len=468	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
PIERAPG00000010050	len=118	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000351	len=683	ExpAA=0.95	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000872	len=469	ExpAA=8.11	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003315	len=158	ExpAA=12.85	First60=12.82	PredHel=0	Topology=o
PIERAPG00000009224	len=451	ExpAA=1.60	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005070	len=224	ExpAA=1.86	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000619	len=1022	ExpAA=22.73	First60=0.00	PredHel=1	Topology=o794-816i
PIERAPG00000014186	len=389	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005710	len=94	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000011282	len=277	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005393	len=124	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002215	len=259	ExpAA=0.06	First60=0.04	PredHel=0	Topology=o
PIERAPG00000007735	len=1379	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004368	len=184	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
PIERAPG00000000883	len=771	ExpAA=22.50	First60=22.46	PredHel=1	Topology=i33-55o
PIERAPG00000001258	len=807	ExpAA=22.22	First60=19.97	PredHel=1	Topology=i40-62o
PIERAPG00000004711	len=356	ExpAA=41.97	First60=2.46	PredHel=0	Topology=o
PIERAPG00000005973	len=303	ExpAA=54.16	First60=3.73	PredHel=0	Topology=o
PIERAPG00000008353	len=184	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008156	len=372	ExpAA=0.06	First60=0.03	PredHel=0	Topology=o
PIERAPG00000001122	len=628	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008274	len=141	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008045	len=178	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010192	len=431	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014872	len=556	ExpAA=111.88	First60=22.88	PredHel=5	Topology=o34-56i109-128o138-160i214-236o251-273i
PIERAPG00000006862	len=150	ExpAA=39.66	First60=5.47	PredHel=0	Topology=o
PIERAPG00000011536	len=352	ExpAA=2.51	First60=1.72	PredHel=0	Topology=o
PIERAPG00000010453	len=847	ExpAA=5.94	First60=5.93	PredHel=0	Topology=o
PIERAPG00000005969	len=87	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001134	len=1142	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001192	len=537	ExpAA=0.17	First60=0.02	PredHel=0	Topology=o
PIERAPG00000007222	len=147	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009322	len=160	ExpAA=3.28	First60=0.01	PredHel=0	Topology=o
PIERAPG00000014059	len=174	ExpAA=4.70	First60=1.57	PredHel=0	Topology=o
PIERAPG00000001021	len=760	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012304	len=140	ExpAA=2.08	First60=0.03	PredHel=0	Topology=o
PIERAPG00000004573	len=113	ExpAA=0.56	First60=0.56	PredHel=0	Topology=o
PIERAPG00000012946	len=613	ExpAA=22.64	First60=0.00	PredHel=1	Topology=i119-141o
PIERAPG00000014143	len=466	ExpAA=0.78	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010819	len=112	ExpAA=18.93	First60=18.73	PredHel=1	Topology=i43-60o
PIERAPG00000012683	len=173	ExpAA=0.28	First60=0.27	PredHel=0	Topology=o
PIERAPG00000005568	len=404	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008420	len=190	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002194	len=214	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011116	len=212	ExpAA=0.14	First60=0.02	PredHel=0	Topology=o
PIERAPG00000001786	len=391	ExpAA=1.76	First60=1.75	PredHel=0	Topology=o
PIERAPG00000012721	len=326	ExpAA=7.60	First60=7.57	PredHel=0	Topology=o
PIERAPG00000014330	len=367	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006049	len=118	ExpAA=3.45	First60=3.45	PredHel=0	Topology=o
PIERAPG00000006295	len=578	ExpAA=0.08	First60=0.06	PredHel=0	Topology=o
PIERAPG00000014796	len=1667	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010672	len=209	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003741	len=131	ExpAA=1.31	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003172	len=494	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000259	len=492	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008738	len=599	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005371	len=182	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008712	len=224	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001919	len=649	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006239	len=483	ExpAA=0.16	First60=0.16	PredHel=0	Topology=o
PIERAPG00000007301	len=262	ExpAA=2.26	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001312	len=73	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000001878	len=582	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005639	len=524	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012972	len=326	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003848	len=294	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009816	len=355	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
PIERAPG00000004237	len=221	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002704	len=241	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006156	len=222	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000010873	len=168	ExpAA=19.49	First60=18.82	PredHel=1	Topology=i7-26o
PIERAPG00000014795	len=369	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009526	len=210	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010721	len=155	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001905	len=153	ExpAA=22.29	First60=22.29	PredHel=1	Topology=o33-55i
PIERAPG00000011551	len=124	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009063	len=141	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002772	len=180	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011141	len=93	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005753	len=399	ExpAA=3.25	First60=1.65	PredHel=0	Topology=o
PIERAPG00000002490	len=190	ExpAA=22.46	First60=0.04	PredHel=1	Topology=i62-84o
PIERAPG00000006550	len=118	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005365	len=77	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014986	len=103	ExpAA=0.17	First60=0.17	PredHel=0	Topology=o
PIERAPG00000006742	len=90	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000007937	len=237	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013872	len=221	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005719	len=245	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013347	len=251	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001483	len=135	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003835	len=1342	ExpAA=2.12	First60=2.10	PredHel=0	Topology=o
PIERAPG00000004918	len=1956	ExpAA=1.08	First60=0.96	PredHel=0	Topology=o
PIERAPG00000004589	len=611	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014263	len=145	ExpAA=0.11	First60=0.11	PredHel=0	Topology=o
PIERAPG00000014899	len=561	ExpAA=10.18	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001711	len=1096	ExpAA=0.99	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004468	len=420	ExpAA=4.18	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010680	len=384	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014942	len=465	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004337	len=223	ExpAA=1.77	First60=0.07	PredHel=0	Topology=o
PIERAPG00000007715	len=255	ExpAA=0.73	First60=0.73	PredHel=0	Topology=o
PIERAPG00000011909	len=820	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
PIERAPG00000008720	len=75	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000012554	len=197	ExpAA=58.62	First60=10.97	PredHel=2	Topology=i78-100o120-142i
PIERAPG00000014638	len=108	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000784	len=143	ExpAA=21.28	First60=0.00	PredHel=1	Topology=i68-90o
PIERAPG00000012466	len=139	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
PIERAPG00000014609	len=144	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003027	len=117	ExpAA=24.13	First60=22.33	PredHel=1	Topology=o25-47i
PIERAPG00000010201	len=730	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000002760	len=466	ExpAA=2.68	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008046	len=362	ExpAA=9.10	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004630	len=477	ExpAA=0.06	First60=0.02	PredHel=0	Topology=o
PIERAPG00000002710	len=95	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000008853	len=788	ExpAA=1.15	First60=0.02	PredHel=0	Topology=o
PIERAPG00000008623	len=274	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009381	len=190	ExpAA=2.54	First60=2.45	PredHel=0	Topology=o
PIERAPG00000009059	len=159	ExpAA=0.40	First60=0.06	PredHel=0	Topology=o
PIERAPG00000009447	len=216	ExpAA=3.15	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012828	len=381	ExpAA=10.41	First60=4.33	PredHel=0	Topology=o
PIERAPG00000004121	len=879	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000660	len=762	ExpAA=42.70	First60=20.64	PredHel=2	Topology=i7-26o655-677i
PIERAPG00000005513	len=640	ExpAA=0.12	First60=0.11	PredHel=0	Topology=o
PIERAPG00000013034	len=338	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006601	len=406	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008707	len=453	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010279	len=492	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011374	len=412	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012984	len=178	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
PIERAPG00000004410	len=518	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010922	len=434	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000117	len=171	ExpAA=0.08	First60=0.08	PredHel=0	Topology=o
PIERAPG00000009822	len=148	ExpAA=6.66	First60=6.66	PredHel=0	Topology=o
PIERAPG00000010173	len=189	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000011203	len=263	ExpAA=3.68	First60=2.92	PredHel=0	Topology=o
PIERAPG00000014705	len=478	ExpAA=254.39	First60=21.39	PredHel=12	Topology=i16-38o87-104i111-131o141-163i170-192o197-216i280-302o312-334i341-360o364-386i399-421o431-448i
PIERAPG00000011883	len=185	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000403	len=774	ExpAA=0.24	First60=0.02	PredHel=0	Topology=o
PIERAPG00000010905	len=154	ExpAA=2.88	First60=2.83	PredHel=0	Topology=o
PIERAPG00000006150	len=209	ExpAA=0.11	First60=0.02	PredHel=0	Topology=o
PIERAPG00000010442	len=205	ExpAA=0.20	First60=0.07	PredHel=0	Topology=o
PIERAPG00000007519	len=435	ExpAA=22.50	First60=0.01	PredHel=1	Topology=o401-423i
PIERAPG00000000310	len=228	ExpAA=1.79	First60=1.79	PredHel=0	Topology=o
PIERAPG00000012907	len=137	ExpAA=5.49	First60=3.61	PredHel=0	Topology=o
PIERAPG00000013264	len=231	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004219	len=496	ExpAA=38.94	First60=18.41	PredHel=2	Topology=o5-24i167-189o
PIERAPG00000010871	len=709	ExpAA=10.40	First60=10.38	PredHel=0	Topology=o
PIERAPG00000000895	len=257	ExpAA=0.45	First60=0.45	PredHel=0	Topology=o
PIERAPG00000008847	len=227	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014058	len=433	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002977	len=177	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013355	len=556	ExpAA=2.76	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014335	len=95	ExpAA=0.35	First60=0.28	PredHel=0	Topology=o
PIERAPG00000013743	len=487	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011619	len=478	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012007	len=1081	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010342	len=522	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008547	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009973	len=385	ExpAA=0.54	First60=0.08	PredHel=0	Topology=o
PIERAPG00000006114	len=298	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006455	len=613	ExpAA=5.15	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010500	len=139	ExpAA=2.57	First60=2.57	PredHel=0	Topology=o
PIERAPG00000002309	len=283	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013442	len=221	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011113	len=289	ExpAA=0.58	First60=0.26	PredHel=0	Topology=o
PIERAPG00000008433	len=330	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002042	len=416	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009928	len=268	ExpAA=0.30	First60=0.26	PredHel=0	Topology=o
PIERAPG00000011184	len=224	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011364	len=870	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008640	len=309	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014289	len=590	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005444	len=296	ExpAA=0.91	First60=0.91	PredHel=0	Topology=o
PIERAPG00000010046	len=224	ExpAA=0.64	First60=0.03	PredHel=0	Topology=o
PIERAPG00000003441	len=195	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007217	len=524	ExpAA=4.75	First60=4.75	PredHel=0	Topology=o
PIERAPG00000008439	len=90	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000009513	len=280	ExpAA=6.37	First60=6.30	PredHel=0	Topology=o
PIERAPG00000005633	len=126	ExpAA=0.90	First60=0.35	PredHel=0	Topology=o
PIERAPG00000013415	len=525	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013502	len=691	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000334	len=442	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003823	len=254	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006317	len=402	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010812	len=669	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000290	len=64	ExpAA=3.06	First60=3.05	PredHel=0	Topology=i
PIERAPG00000013519	len=387	ExpAA=0.05	First60=0.02	PredHel=0	Topology=o
PIERAPG00000014201	len=837	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011562	len=266	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005470	len=204	ExpAA=2.17	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009859	len=224	ExpAA=0.08	First60=0.03	PredHel=0	Topology=o
PIERAPG00000009690	len=434	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002467	len=389	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007442	len=218	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002556	len=499	ExpAA=1.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001083	len=382	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002935	len=245	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003587	len=253	ExpAA=0.04	First60=0.03	PredHel=0	Topology=o
PIERAPG00000007714	len=411	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008432	len=302	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010858	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005965	len=447	ExpAA=32.90	First60=10.52	PredHel=1	Topology=o405-427i
PIERAPG00000007822	len=526	ExpAA=0.20	First60=0.02	PredHel=0	Topology=o
PIERAPG00000010752	len=73	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000008728	len=147	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011149	len=777	ExpAA=2.64	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014107	len=494	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
PIERAPG00000000092	len=424	ExpAA=1.13	First60=1.13	PredHel=0	Topology=o
PIERAPG00000010310	len=122	ExpAA=1.97	First60=1.97	PredHel=0	Topology=o
PIERAPG00000000506	len=91	ExpAA=0.24	First60=0.24	PredHel=0	Topology=o
PIERAPG00000013340	len=126	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
PIERAPG00000014839	len=411	ExpAA=69.21	First60=20.80	PredHel=3	Topology=o4-22i256-278o282-304i
PIERAPG00000004578	len=132	ExpAA=19.53	First60=19.53	PredHel=1	Topology=o4-23i
PIERAPG00000009450	len=746	ExpAA=3.28	First60=0.18	PredHel=0	Topology=o
PIERAPG00000001724	len=290	ExpAA=12.80	First60=12.71	PredHel=0	Topology=o
PIERAPG00000011021	len=415	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014464	len=559	ExpAA=0.45	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010398	len=157	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003762	len=398	ExpAA=0.26	First60=0.09	PredHel=0	Topology=o
PIERAPG00000001858	len=340	ExpAA=18.84	First60=18.83	PredHel=1	Topology=i5-27o
PIERAPG00000005968	len=377	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
